1,Time,Displacement,Force
,(s),(mm),(N)
"","60.4900","12.7870","15170.4346"
"","60.5900","12.8077","15160.3359"
"","60.6900","12.8291","15163.1475"
"","60.7900","12.8510","15156.3896"
"","60.8900","12.8709","15154.8906"
"","60.9900","12.8930","15157.5293"
"","61.0900","12.9134","15158.4355"
"","61.1900","12.9353","15160.6260"
"","61.2900","12.9561","15159.0840"
"","61.3900","12.9774","15168.6895"
"","61.4900","12.9984","15164.0205"
"","61.5900","13.0193","15171.9902"
"","61.6900","13.0415","15171.7363"
"","61.7900","13.0616","15175.3408"
"","61.8900","13.0834","15176.3516"
"","61.9900","13.1039","15181.2617"
"","62.0900","13.1257","15187.3633"
"","62.1900","13.1469","15180.5732"
"","62.2900","13.1676","15192.3438"
"","62.3900","13.1891","15186.9014"
"","62.4900","13.2097","15194.0781"
"","62.5900","13.2320","15193.9170"
"","62.6900","13.2521","15195.0195"
"","62.7900","13.2739","15200.5400"
"","62.8900","13.2944","15198.7656"
"","62.9900","13.3159","15206.1846"
"","63.0900","13.3376","15198.5215"
"","63.1900","13.3580","15208.4170"
"","63.2900","13.3796","15201.4072"
"","63.3900","13.4002","15207.7734"
"","63.4900","13.4224","15209.9951"
"","63.5900","13.4429","15206.5322"
"","63.6900","13.4644","15214.7275"
"","63.7900","13.4852","15211.4434"
"","63.8900","13.5063","15218.0654"
"","63.9900","13.5282","15212.5938"
"","64.0900","13.5485","15220.3213"
"","64.1900","13.5701","15218.1094"
"","64.2900","13.5907","15222.3203"
"","64.3900","13.6126","15228.5439"
"","64.4900","13.6335","15224.9170"
"","64.5900","13.6545","15237.7695"
"","64.6900","13.6756","15232.5664"
"","64.7900","13.6965","15242.4590"
"","64.8900","13.7188","15240.1748"
"","64.9900","13.7388","15243.1670"
"","65.0900","13.7608","15243.7393"
"","65.1900","13.7814","15245.2793"
"","65.2900","13.8031","15251.6406"
"","65.3900","13.8244","15243.0039"
"","65.4900","13.8450","15251.0469"
"","65.5900","13.8663","15229.2354"
"","65.6900","13.8867","15222.3770"
"","65.7900","13.9093","15213.1514"
"","65.8900","13.9294","15210.1006"
"","65.9900","13.9514","15217.5342"
"","66.0900","13.9717","15220.1533"
"","66.1900","13.9933","15232.4844"
"","66.2900","14.0151","15235.6719"
"","66.3900","14.0352","15258.6045"
"","66.4900","14.0570","15261.5771"
"","66.5900","14.0775","15280.5029"
"","66.6900","14.0999","15292.2686"
"","66.7900","14.1202","15295.7891"
"","66.8900","14.1416","15312.6357"
"","66.9900","14.1625","15314.1465"
"","67.0900","14.1837","15326.0615"
"","67.1900","14.2055","15321.8730"
"","67.2900","14.2258","15329.9453"
"","67.3900","14.2470","15329.0508"
"","67.4900","14.2680","15331.1670"
"","67.5900","14.2900","15336.2422"
"","67.6900","14.3107","15331.3965"
"","67.7900","14.3320","15345.8994"
"","67.8900","14.3532","15337.6250"
"","67.9900","14.3741","15347.9795"
"","68.0900","14.3961","15342.7617"
"","68.1900","14.4164","15341.9062"
"","68.2900","14.4380","15341.6709"
"","68.3900","14.4584","15340.6885"
"","68.4900","14.4802","15340.8242"
"","68.5900","14.5015","15329.5098"
"","68.6900","14.5224","15338.7051"
"","68.7900","14.5437","15327.8770"
"","68.8900","14.5645","15331.0225"
"","68.9900","14.5866","15330.1865"
"","69.0900","14.6070","15327.5137"
"","69.1900","14.6288","15330.8320"
"","69.2900","14.6492","15329.1191"
"","69.3900","14.6707","15336.8965"
"","69.4900","14.6925","15330.9775"
"","69.5900","14.7128","15340.1230"
"","69.6900","14.7343","15337.6875"
"","69.7900","14.7549","15344.1621"
"","69.8900","14.7769","15348.4463"
"","69.9900","14.7975","15345.4941"
"","70.0900","14.8187","15356.9785"
"","70.1900","14.8397","15353.5840"
"","70.2900","14.8609","15358.2168"
"","70.3900","14.8830","15351.2266"
"","70.4900","14.9031","15342.6963"
"","70.5900","14.9247","15317.5410"
"","70.6900","14.9453","15299.4004"
"","70.7900","14.9672","15286.2754"
"","70.8900","14.9883","15267.4346"
